0.0864532,5.59413,5.29833,4.36416
0.173096,5.40213,5.33238,5.62481
0.278717,5.54452,5.55845,5.26454
0.439911,5.63107,5.43794,4.68987
0.632508,4.3831,4.98751,4.61753
0.902935,5.0935,4.72563,4.75208
1.2823,5.84221,5.07168,5.03091
1.68254,5.51847,4.91235,4.92255
2.83474,5.56788,5.37295,5.36129
3.53439,5.23976,5.20256,5.30489
5.31501,5.49328,5.42634,5.34006

