2.92731,3.649,3.21358
2.92731,3.61129,3.32013
2.92731,1.65094,3.35395
2.92731,1.56288,3.26607
2.92731,1.48554,3.11623
2.92731,1.45174,3.17545
2.92731,1.46498,3.18092
2.92731,1.30605,3.1258
2.92731,1.18611,2.89415
2.92731,1.28338,3.08191
2.92731,1.39956,3.06025
2.92731,1.264075,3.20274
2.92731,1.280841,3.24752
